metric,mean,std
seed,63.1,28.179779984946652
test_auc_overall,0.9068286413440383,0.017458370814817426
test_aupr_overall,0.8953234209649356,0.01483097068272022
biomarker-connects-disease_auc,0.9068286413440383,0.017458370814817426
biomarker-connects-disease_aupr,0.8953234209649356,0.01483097068272022
