metric,mean,std
Dimentions,64.0,41.72289539329695
test_auc_overall,0.8997063973421354,0.007160705926722944
test_aupr_overall,0.892282580389201,0.008855315636595678
biomarker-connects-disease_auc,0.8997063973421354,0.007160705926722944
biomarker-connects-disease_aupr,0.892282580389201,0.008855315636595678
