edge_type,epoch,train_auc,train_aupr,val_auc,val_aupr
biomarker-connects-disease,1,0.5282135928975223,0.49159319187776807,0.4753109565381921,0.45886245758450583
biomarker-connects-disease,2,0.5578991807286184,0.5083626892883782,0.5801570444447778,0.5166090482879891
biomarker-connects-disease,3,0.5769962797208668,0.5064593898155583,0.5647116102362705,0.508404369007751
biomarker-connects-disease,4,0.5914747300283101,0.5181387360560119,0.6001135261046586,0.5237830021542568
biomarker-connects-disease,5,0.6017342306160882,0.5225584898458864,0.6195410268805357,0.562189638596198
biomarker-connects-disease,6,0.5878470384106822,0.5142112684559303,0.6391750436394807,0.5490986904291917
biomarker-connects-disease,7,0.59824969582434,0.5248240804695102,0.6479894688385842,0.5647977579609961
biomarker-connects-disease,8,0.6401616822416966,0.550469910726955,0.6326611372685204,0.5438749209740775
biomarker-connects-disease,9,0.652280935753076,0.5726735257018583,0.6073254334239773,0.5486771752799667
biomarker-connects-disease,10,0.6292595989389724,0.5661319125875033,0.6211325844148503,0.5526175023933609
biomarker-connects-disease,11,0.6315053564714663,0.5757755636342764,0.6625021199615581,0.5983601937818892
biomarker-connects-disease,12,0.6318939686728159,0.5891117816116412,0.6376359803913652,0.5764899372144832
biomarker-connects-disease,13,0.6491827652381453,0.6091074151482487,0.6540736142950594,0.6112549429993264
biomarker-connects-disease,14,0.6695758286897356,0.6242977691474922,0.6887411870169516,0.6737458880234868
biomarker-connects-disease,15,0.6867549085545199,0.636068538308647,0.6351785555649134,0.5830226023494084
biomarker-connects-disease,16,0.655562258167155,0.6262451998673157,0.654769884662554,0.6105523824539988
biomarker-connects-disease,17,0.7045598825425263,0.6532606143217576,0.710042330007926,0.657158033546886
biomarker-connects-disease,18,0.6769401283644034,0.6390771073631215,0.6737416658109906,0.6381333094148782
biomarker-connects-disease,19,0.7212648031899811,0.6677624631531375,0.696001550600454,0.6504853498921048
biomarker-connects-disease,20,0.7231677072728937,0.692259154426212,0.6982166941059877,0.6751368370742392
biomarker-connects-disease,21,0.7151653297240417,0.6652772740147022,0.7181564468175194,0.6777031391125377
biomarker-connects-disease,22,0.7334354442561564,0.7073889703992378,0.7183179676981313,0.6905210350139483
biomarker-connects-disease,23,0.7293060428581379,0.7085821736438895,0.7263772827803743,0.704450699940546
biomarker-connects-disease,24,0.742332864428265,0.7042642212946606,0.7438694172903487,0.7145720826646801
biomarker-connects-disease,25,0.7472356058153915,0.7218648492424216,0.7170615659910864,0.6973296199567967
biomarker-connects-disease,26,0.7265342080433294,0.7015047875353659,0.7325168068244879,0.717001459905125
biomarker-connects-disease,27,0.7598694002603887,0.7299291696241781,0.7624616243693474,0.7411311359216688
biomarker-connects-disease,28,0.7559615453125208,0.7347995822458651,0.7538698672413733,0.7418944377814336
biomarker-connects-disease,29,0.7728646699617884,0.739007275128416,0.771659084799616,0.7435840171677748
biomarker-connects-disease,30,0.76454769087887,0.7566414005986317,0.7665561786928576,0.7409514557646909
biomarker-connects-disease,31,0.777743196705859,0.7630363496183838,0.7712622049215413,0.7502244534451101
biomarker-connects-disease,32,0.7783172087308885,0.7645323485257207,0.7747556708250601,0.7642574834233348
