edge_type,epoch,train_auc,train_aupr,val_auc,val_aupr
biomarker-connects-disease,1,0.5571339512512209,0.516859024044638,0.5399389220327173,0.5161192300721859
biomarker-connects-disease,2,0.588476673080325,0.5422134410856017,0.5721294566783692,0.5430000417104129
biomarker-connects-disease,3,0.6138307890813953,0.5633889479941777,0.5979237644517923,0.5654801303345542
biomarker-connects-disease,4,0.6365297825093452,0.5825849798817555,0.6206255242217866,0.5849931637267929
biomarker-connects-disease,5,0.6570777998947576,0.6006461188664617,0.640791406166175,0.603209894796644
biomarker-connects-disease,6,0.675257682736168,0.6175825340549697,0.6589152026913994,0.62127531417291
biomarker-connects-disease,7,0.6891489661642219,0.6318027824404675,0.6731330782072567,0.6372317010293149
biomarker-connects-disease,8,0.7002114164030406,0.6448421486937723,0.6842457147933513,0.6508166625009426
biomarker-connects-disease,9,0.7105883036098665,0.6584244605017642,0.6945120973370975,0.6650314392611005
biomarker-connects-disease,10,0.7200342173677202,0.6726995465941943,0.7045477357656839,0.6811394490068361
biomarker-connects-disease,11,0.7284741579225249,0.686464533747787,0.713558870322961,0.6951431450689192
biomarker-connects-disease,12,0.7355351406442756,0.699024883674002,0.7214722397523654,0.7077860256124876
biomarker-connects-disease,13,0.7411816303419746,0.7092998433710109,0.7279861461233258,0.7177582375991305
biomarker-connects-disease,14,0.7442158788749207,0.715586448980712,0.7312304083824723,0.7230462672715697
biomarker-connects-disease,15,0.747007252649759,0.7204617036150387,0.7345600459642277,0.7276436853881297
biomarker-connects-disease,16,0.749968272793159,0.7248933558176517,0.7381884971751153,0.7322284291266639
biomarker-connects-disease,17,0.7530299370136941,0.7288285174130366,0.7417563780557732,0.7362354345490673
biomarker-connects-disease,18,0.7559713192883848,0.7319322081991431,0.7451460091074702,0.739145478357527
biomarker-connects-disease,19,0.7585615487761228,0.7345693276319506,0.7483896945063288,0.7419609416394922
biomarker-connects-disease,20,0.7609587624718674,0.7366391483359114,0.7516258807214444,0.7443481915175176
biomarker-connects-disease,21,0.7633219066234088,0.7382463397421408,0.7548188024149679,0.7462655855239062
biomarker-connects-disease,22,0.7656952293772301,0.7392749335880434,0.7578490495073036,0.7479023742411052
biomarker-connects-disease,23,0.7682418041705616,0.7401718869140831,0.7602049469230848,0.749063827223855
biomarker-connects-disease,24,0.771186567323748,0.7409906463109452,0.7627292875429329,0.7502646825213862
biomarker-connects-disease,25,0.7749970871393917,0.7412775238334949,0.766067001168719,0.7511532942501399
biomarker-connects-disease,26,0.7791542189344338,0.740776746517162,0.7697012209824854,0.7515719873642723
biomarker-connects-disease,27,0.7838855695635621,0.7404049231882898,0.7732812159291893,0.7517128934353294
biomarker-connects-disease,28,0.7889910287849614,0.7392642224408039,0.7771115682408415,0.7509729486998222
biomarker-connects-disease,29,0.7949794997375234,0.7377764503711786,0.78165145870661,0.7492506987946521
biomarker-connects-disease,30,0.8012458501290012,0.7364966787793871,0.7858809983374886,0.7468393818672446
biomarker-connects-disease,31,0.8073106785820574,0.7348348363036339,0.789675585311291,0.7431878123947672
biomarker-connects-disease,32,0.8132742605142038,0.7324312094796162,0.793730913135224,0.7370037203095612
biomarker-connects-disease,33,0.8182031227843893,0.7295456479920652,0.7964536936941095,0.7317785697010721
biomarker-connects-disease,34,0.8222358364524486,0.7263303223169513,0.7979996792656799,0.7257588400256503
biomarker-connects-disease,35,0.8254600076332324,0.7232722339710218,0.7997948684816231,0.7206858810557257
biomarker-connects-disease,36,0.8275695948892915,0.7219593956653734,0.7999402372741736,0.7172280188193253
biomarker-connects-disease,37,0.8294633723986049,0.7207432248482668,0.8012416340836748,0.714511444966356
biomarker-connects-disease,38,0.8311539015634566,0.7221334283698732,0.8014931451691988,0.7147817512083624
biomarker-connects-disease,39,0.8330900479543446,0.7239621920411643,0.8034936966476341,0.716455066324052
biomarker-connects-disease,40,0.8356801785334033,0.7280848081042774,0.8053742611861862,0.7199344756775252
biomarker-connects-disease,41,0.838956456604833,0.7341483434020397,0.8081928005528629,0.7265047731813934
biomarker-connects-disease,42,0.8424031813059574,0.7407296649014763,0.8121039133048209,0.734322924190693
biomarker-connects-disease,43,0.8458784096901445,0.7490342385240454,0.8148947633776785,0.7432915958793873
biomarker-connects-disease,44,0.8488268144810723,0.7557552478788923,0.8186858891897536,0.7515103522742003
biomarker-connects-disease,45,0.8517639436825488,0.7643472351553555,0.8210683221787783,0.7616322780139858
biomarker-connects-disease,46,0.85452846824678,0.7703920506224761,0.8242156719095575,0.7687699902775513
biomarker-connects-disease,47,0.8566135711088394,0.7758487499040774,0.826243912681812,0.7753046085232551
biomarker-connects-disease,48,0.8586843412040843,0.7811521978772016,0.8278798884582946,0.781242490942363
