metric,mean,std
seed,63.1,28.179779984946652
test_auc_overall,0.9253523751068634,0.006822363419908974
test_aupr_overall,0.9161250730920344,0.010029592154300956
biomarker-connects-disease_auc,0.9253523751068634,0.006822363419908974
biomarker-connects-disease_aupr,0.9161250730920344,0.010029592154300956
