metric,mean,std
Dimentions,64.0,41.72289539329695
test_auc_overall,0.9237034007452266,0.005007232317571544
test_aupr_overall,0.9190254581113675,0.00735858030609883
chemical-connects-disease_auc,0.9107695530248624,0.01292975755259224
chemical-connects-disease_aupr,0.9212127415624399,0.011988134360407552
genetic-connects-disease_auc,0.9385039161024825,0.002447904671983217
genetic-connects-disease_aupr,0.9201848265191485,0.009005127575915307
protein-connects-disease_auc,0.8045438779049602,0.08970623822979365
protein-connects-disease_aupr,0.8269414769549964,0.05854760620282896
