Dimentions,test_auc_overall,test_aupr_overall,chemical-connects-disease_auc,chemical-connects-disease_aupr,genetic-connects-disease_auc,genetic-connects-disease_aupr,protein-connects-disease_auc,protein-connects-disease_aupr
16,0.9189176716534316,0.9087766050745487,0.8950104305598303,0.9017542272277075,0.9392832825888671,0.9204139631378605,0.8085327783558794,0.8274229830423454
32,0.9213439460243366,0.9175573438181803,0.9069628261687357,0.9169466027956448,0.9372021171362136,0.9169702793358501,0.8054110301768991,0.8201749270621768
48,0.9186580845238769,0.913984056478568,0.898934714955029,0.9155049749955613,0.9347740907747846,0.9071926549745079,0.899063475546306,0.8979838628296652
64,0.9302425928254733,0.9262528192240328,0.917812318320167,0.9305045464464398,0.9385606556955847,0.9231538276415868,0.9042663891779397,0.8844709526186355
96,0.9290496457500972,0.9192921489672728,0.9295338736705311,0.9312346341213871,0.9390295602574479,0.9185388802873443,0.732570239334027,0.7908918806559497
128,0.924008463694144,0.9282897751056026,0.9163631544748811,0.931331463787899,0.9421737901619969,0.9348393537377409,0.6774193548387097,0.7407042555212056
