metric,mean,std
seed,63.1,28.179779984946652
test_auc_overall,0.9164215395016619,0.009518468238204784
test_aupr_overall,0.9224241171356006,0.011986718091119553
biomarker-connects-disease_auc,0.9164215395016619,0.009518468238204784
biomarker-connects-disease_aupr,0.9224241171356006,0.011986718091119553
