metric,mean,std
seed,63.1,28.179779984946652
test_auc_overall,0.9357032026823908,0.003800547970209767
test_aupr_overall,0.9326821406509913,0.0045691584530687624
chemical-connects-disease_auc,0.9168871096739795,0.006006185574528857
chemical-connects-disease_aupr,0.9268955050546162,0.005987608428183336
genetic-connects-disease_auc,0.9522406251204378,0.008893295462820298
genetic-connects-disease_aupr,0.9375020934374559,0.012833714891085505
protein-connects-disease_auc,0.835171696149844,0.04736702903073975
protein-connects-disease_aupr,0.8494850454305528,0.04801491308537027
