metric,mean,std
seed,63.1,28.179779984946652
test_auc_overall,0.9227465024858367,0.005906849939802263
test_aupr_overall,0.9206003140074754,0.006448394439091778
chemical-connects-disease_auc,0.9016885819695393,0.010723727777102352
chemical-connects-disease_aupr,0.9123514171534921,0.008554632346435428
genetic-connects-disease_auc,0.9454647936177594,0.006590123021412654
genetic-connects-disease_aupr,0.9343957394622201,0.008793745715920228
protein-connects-disease_auc,0.7843912591050988,0.07449002561076877
protein-connects-disease_aupr,0.8044478186384151,0.06503744744169415
