metric,mean,std
seed,63.1,28.179779984946652
test_auc_overall,0.9301941842987628,0.0075702360865433855
test_aupr_overall,0.9307158312446931,0.008052422692823183
chemical-connects-disease_auc,0.9010173631117724,0.008107765527891919
chemical-connects-disease_aupr,0.91760667511496,0.010156711860651485
genetic-connects-disease_auc,0.9512336043987102,0.008505597215966517
genetic-connects-disease_aupr,0.9407602246507398,0.009320433200018866
protein-connects-disease_auc,0.831321540062435,0.05036403673449036
protein-connects-disease_aupr,0.8504936637565516,0.04014001514969403
