metric,mean,std
seed,63.1,28.179779984946652
test_auc_overall,0.9102359243205452,0.009727873194622304
test_aupr_overall,0.9003023858561126,0.00904618424766375
biomarker-connects-disease_auc,0.9102359243205452,0.009727873194622304
biomarker-connects-disease_aupr,0.9003023858561126,0.00904618424766375
